,img_name,tooth_id,quad,index,center_x_wrong,center_y_wrong,width_wrong,height_wrong,wrong_quadrant,wrong_order,manual_bad_bounding_box,manual_ok,image_link
13175,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_4,4,4,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13176,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_5,4,5,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13177,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_6,4,6,True,True,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13178,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_7,4,7,True,True,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13179,entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg,f_4_8,4,8,True,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/entertaining-yummy-limping-abusive-open-hit_808748334ea05209b0bbd02fc5a8a5b8.jpg
13321,ceaseless-unused-giant-illegal-roasted-pull_4ce516e6b306e68dd4d86da28086dd90.jpg,f_1_8,1,8,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/ceaseless-unused-giant-illegal-roasted-pull_4ce516e6b306e68dd4d86da28086dd90.jpg
13445,zesty-depressed-handy-tame-mysterious-reading_17683cf8dbf00d22422d375395391054.jpg,f_3_5,3,5,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/zesty-depressed-handy-tame-mysterious-reading_17683cf8dbf00d22422d375395391054.jpg
13767,towering-ratty-grouchy-smelly-unsightly-prompt_7ff50ca30e7f162b02d66e4f68653dd7.jpg,f_1_8,1,8,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/towering-ratty-grouchy-smelly-unsightly-prompt_7ff50ca30e7f162b02d66e4f68653dd7.jpg
13768,towering-ratty-grouchy-smelly-unsightly-prompt_7ff50ca30e7f162b02d66e4f68653dd7.jpg,f_1_7,1,7,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/towering-ratty-grouchy-smelly-unsightly-prompt_7ff50ca30e7f162b02d66e4f68653dd7.jpg
13804,white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg,m_1_6,1,6,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg
13812,white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg,m_2_6,2,6,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg
13827,white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg,m_4_6,4,6,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/white-best-aware-free-gentle-airport_2d7b4c40bee25da2942b5c74383356d3.jpg
14096,secretive-cut-oafish-rightful-astonishing-funeral_a1aa2de927e183df18b00aefe7622443.jpg,m_2_6,2,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/secretive-cut-oafish-rightful-astonishing-funeral_a1aa2de927e183df18b00aefe7622443.jpg
14231,tart-exuberant-purple-laughable-curious-debate_85ebdf1b9c7e8c5b271f2daff08dd7c6.jpg,f_3_2,3,2,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tart-exuberant-purple-laughable-curious-debate_85ebdf1b9c7e8c5b271f2daff08dd7c6.jpg
14244,secretive-tenuous-minor-aspiring-obscene-tell_5979a3e65a98e6dec903e7b230d277fb.jpg,f_1_5,1,5,False,False,False,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/secretive-tenuous-minor-aspiring-obscene-tell_5979a3e65a98e6dec903e7b230d277fb.jpg
14254,secretive-tenuous-minor-aspiring-obscene-tell_5979a3e65a98e6dec903e7b230d277fb.jpg,f_2_6,2,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/secretive-tenuous-minor-aspiring-obscene-tell_5979a3e65a98e6dec903e7b230d277fb.jpg
14292,uptight-disgusting-jaded-labored-cute-requirement_2e154465dc6335e4ffda8c10f57baac5.jpg,f_3_5,3,5,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/uptight-disgusting-jaded-labored-cute-requirement_2e154465dc6335e4ffda8c10f57baac5.jpg
14388,extra-abject-thankful-upbeat-aloof-internet_5db4f3f06b7ad9270736695fbb40b29c.jpg,m_3_6,3,6,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/extra-abject-thankful-upbeat-aloof-internet_5db4f3f06b7ad9270736695fbb40b29c.jpg
14455,foamy-nebulous-sophisticated-groovy-outgoing-shower_916cc7a26f95b0fcdfcdf40f333bd790.jpg,f_4_3,4,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/foamy-nebulous-sophisticated-groovy-outgoing-shower_916cc7a26f95b0fcdfcdf40f333bd790.jpg
14712,accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg,m_1_1,1,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg
14713,accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg,m_1_2,1,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg
14729,accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg,m_3_2,3,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg
14730,accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg,m_3_3,3,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg
14738,accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg,m_4_3,4,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/accessible-annoying-ablaze-relieved-extra-truck_1753fb34a7c7fb319b3318457f3bcf1a.jpg
14786,prickly-wise-uppity-overwrought-useless-idea_01ed15b14383e63197db317f08ddac14.jpg,m_2_3,2,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/prickly-wise-uppity-overwrought-useless-idea_01ed15b14383e63197db317f08ddac14.jpg
14853,alluring-gorgeous-private-laughable-tan-smell_e5c80962e0fb986102104d871c7dafd7.jpg,f_2_7,2,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/alluring-gorgeous-private-laughable-tan-smell_e5c80962e0fb986102104d871c7dafd7.jpg
14933,condemned-dry-daffy-serious-quirky-act_1070b20653c1d1b8a2e73128f4de7cdb.jpg,f_4_7,4,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/condemned-dry-daffy-serious-quirky-act_1070b20653c1d1b8a2e73128f4de7cdb.jpg
15058,quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg,m_4_5,4,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg
15059,quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg,m_4_6,4,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg
15060,quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg,m_4_7,4,7,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/quack-skinny-psychedelic-paltry-descriptive-rush_f1492974c7c4c467557010d238dcd6bb.jpg
15120,obscene-snotty-absurd-better-permissible-struggle_472538ebe7707e5c2c88848442026b5f.jpg,m_4_4,4,4,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/obscene-snotty-absurd-better-permissible-struggle_472538ebe7707e5c2c88848442026b5f.jpg
15158,solid-literate-thoughtless-functional-aboriginal-bicycle_7ebe52e26aebf69ba8a256a2b0e4c2d0.jpg,m_1_2,1,2,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/solid-literate-thoughtless-functional-aboriginal-bicycle_7ebe52e26aebf69ba8a256a2b0e4c2d0.jpg
15159,solid-literate-thoughtless-functional-aboriginal-bicycle_7ebe52e26aebf69ba8a256a2b0e4c2d0.jpg,m_1_3,1,3,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/solid-literate-thoughtless-functional-aboriginal-bicycle_7ebe52e26aebf69ba8a256a2b0e4c2d0.jpg
15314,colossal-merciful-chemical-precious-unaccountable-influence_b0d66795e1352e8f5e4212e1440c4d88.jpg,f_4_6,4,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/colossal-merciful-chemical-precious-unaccountable-influence_b0d66795e1352e8f5e4212e1440c4d88.jpg
15375,tight-amazing-regular-present-lazy-variation_ce83d0d123aacd78e3c38c06e7569070.jpg,f_4_3,4,3,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tight-amazing-regular-present-lazy-variation_ce83d0d123aacd78e3c38c06e7569070.jpg
15409,crooked-pretty-ignorant-rebel-testy-fun_920f39e225f7b390047669c380878399.jpg,f_4_5,4,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/crooked-pretty-ignorant-rebel-testy-fun_920f39e225f7b390047669c380878399.jpg
15437,decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg,f_4_1,4,1,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg
15438,decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg,f_4_2,4,2,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg
15440,decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg,f_4_4,4,4,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/decorous-lively-evanescent-victorious-quack-creative_7bfa157f5670db6af5470a7f4c82c57a.jpg
15448,straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg,m_1_5,1,5,True,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg
15458,straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg,m_2_6,2,6,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg
15459,straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg,m_2_7,2,7,False,True,False,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/straight-panoramic-relieved-fresh-educated-surprise_85a15d97c0eeb93b9325a64be498ea4d.jpg
15482,boundless-melodic-earthy-royal-temporary-disaster_4c93aeff163d4f67ab05908ab77befea.jpg,f_1_3,1,3,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/boundless-melodic-earthy-royal-temporary-disaster_4c93aeff163d4f67ab05908ab77befea.jpg
15553,trite-elite-hurried-didactic-halting-raw_56ae17541ef7f96295076fffaa5e962c.jpg,f_2_5,2,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/trite-elite-hurried-didactic-halting-raw_56ae17541ef7f96295076fffaa5e962c.jpg
15695,tearful-silent-vacuous-nice-astonishing-load_7fd88ee5032989de0d2b009f114b441b.jpg,m_3_6,3,6,False,False,True,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/tearful-silent-vacuous-nice-astonishing-load_7fd88ee5032989de0d2b009f114b441b.jpg
15737,vast-deafening-deafening-auspicious-plastic-anywhere_8f01cac41b01263a389a5ac1c14aa3ea.jpg,m_2_4,2,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/vast-deafening-deafening-auspicious-plastic-anywhere_8f01cac41b01263a389a5ac1c14aa3ea.jpg
15754,vast-deafening-deafening-auspicious-plastic-anywhere_8f01cac41b01263a389a5ac1c14aa3ea.jpg,m_4_7,4,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/vast-deafening-deafening-auspicious-plastic-anywhere_8f01cac41b01263a389a5ac1c14aa3ea.jpg
15791,helpless-meaty-childlike-chilly-tense-show_03f38eb18d9c976d805366c647b5de61.jpg,f_1_4,1,4,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/helpless-meaty-childlike-chilly-tense-show_03f38eb18d9c976d805366c647b5de61.jpg
15820,victorious-acoustic-remarkable-rigid-berserk-bell_eef320875c7bb7224dbae057ba080873.jpg,f_1_8,1,8,False,True,False,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/victorious-acoustic-remarkable-rigid-berserk-bell_eef320875c7bb7224dbae057ba080873.jpg
15865,fast-six-wary-gaping-wicked-girl_2258922dbc0358d9aba02dfc8e7e9ce6.jpg,m_2_7,2,7,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/fast-six-wary-gaping-wicked-girl_2258922dbc0358d9aba02dfc8e7e9ce6.jpg
15880,fast-six-wary-gaping-wicked-girl_2258922dbc0358d9aba02dfc8e7e9ce6.jpg,m_4_6,4,6,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/fast-six-wary-gaping-wicked-girl_2258922dbc0358d9aba02dfc8e7e9ce6.jpg
16009,neat-racial-tedious-garrulous-upbeat-let_94c689e425e0d9a953899ecc63e888e1.jpg,m_4_8,4,8,True,True,False,True,True,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/neat-racial-tedious-garrulous-upbeat-let_94c689e425e0d9a953899ecc63e888e1.jpg
16012,neat-racial-tedious-garrulous-upbeat-let_94c689e425e0d9a953899ecc63e888e1.jpg,m_1_8,1,8,True,False,False,True,True,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/neat-racial-tedious-garrulous-upbeat-let_94c689e425e0d9a953899ecc63e888e1.jpg
16117,lush-familiar-tawdry-naive-hanging-ladder_82732608a2eb5af9c4787a4c0f4dd581.jpg,f_3_1,3,1,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/lush-familiar-tawdry-naive-hanging-ladder_82732608a2eb5af9c4787a4c0f4dd581.jpg
16118,lush-familiar-tawdry-naive-hanging-ladder_82732608a2eb5af9c4787a4c0f4dd581.jpg,f_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/lush-familiar-tawdry-naive-hanging-ladder_82732608a2eb5af9c4787a4c0f4dd581.jpg
16147,juvenile-shocking-substantial-known-absorbing-struggle_d9b38a43e7f15af6f24be95c0d335061.jpg,f_3_3,3,3,False,True,False,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/juvenile-shocking-substantial-known-absorbing-struggle_d9b38a43e7f15af6f24be95c0d335061.jpg
16148,juvenile-shocking-substantial-known-absorbing-struggle_d9b38a43e7f15af6f24be95c0d335061.jpg,f_3_2,3,2,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/juvenile-shocking-substantial-known-absorbing-struggle_d9b38a43e7f15af6f24be95c0d335061.jpg
16169,special-hot-scared-rampant-high-bug_37193da01429de94c3526574a47f45c6.jpg,f_2_4,2,4,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/special-hot-scared-rampant-high-bug_37193da01429de94c3526574a47f45c6.jpg
16172,special-hot-scared-rampant-high-bug_37193da01429de94c3526574a47f45c6.jpg,f_2_7,2,7,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/special-hot-scared-rampant-high-bug_37193da01429de94c3526574a47f45c6.jpg
16234,robust-oafish-important-damaging-odd-tension_52133149eaf7d1a3d7348c4279b90772.jpg,m_2_6,2,6,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/robust-oafish-important-damaging-odd-tension_52133149eaf7d1a3d7348c4279b90772.jpg
16254,giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg,m_1_6,1,6,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg
16257,giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg,m_1_3,1,3,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg
16273,giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg,m_3_1,3,1,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg
16274,giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg,m_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg
16275,giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg,m_4_2,4,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/giant-ethereal-crazy-undesirable-bawdy-tower_7b8f3c34ca12bb12c3014a250a4bf87d.jpg
16379,sordid-madly-billowy-zonked-stimulating-dear_d9ab77eb05dbc0424cf73def1a99146c.jpg,f_1_4,1,4,False,False,False,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sordid-madly-billowy-zonked-stimulating-dear_d9ab77eb05dbc0424cf73def1a99146c.jpg
16387,sordid-madly-billowy-zonked-stimulating-dear_d9ab77eb05dbc0424cf73def1a99146c.jpg,f_2_5,2,5,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/sordid-madly-billowy-zonked-stimulating-dear_d9ab77eb05dbc0424cf73def1a99146c.jpg
16470,enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg,m_1_7,1,7,False,False,False,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg
16471,enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg,m_1_6,1,6,False,False,False,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg
16472,enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg,m_1_5,1,5,False,False,False,True,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/enthusiastic-sharp-cuddly-excellent-swift-sympathy_58f094c3159981533a61396fcbb1346a.jpg
16570,grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg,f_1_3,1,3,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg
16571,grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg,f_1_2,1,2,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg
16582,grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg,f_3_7,3,7,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg
16594,grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg,f_4_6,4,6,False,False,True,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/grumpy-busy-highfalutin-spotted-marked-tank_78a39681aa111d273c1b4a15f1815426.jpg
16747,blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg,f_3_1,3,1,False,False,True,False,False,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg
16748,blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg,f_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg
16749,blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg,f_4_2,4,2,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg
16750,blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg,f_4_3,4,3,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/blushing-glossy-limping-naughty-alluring-drawing_61c7f362aa36cc8ae104aa8f17696989.jpg
16786,short-rigid-chubby-deeply-tame-brown_83b098b5d494f0dc4699fcb5c6294f41.jpg,f_4_7,4,7,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/short-rigid-chubby-deeply-tame-brown_83b098b5d494f0dc4699fcb5c6294f41.jpg
16826,quickest-disgusting-sneaky-phobic-soft-low_26d6de72a14e1accf4fb5c404d46e1c2.jpg,m_1_8,1,8,False,False,False,True,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/quickest-disgusting-sneaky-phobic-soft-low_26d6de72a14e1accf4fb5c404d46e1c2.jpg
16864,faithful-clear-ashamed-obtainable-watery-comfortable_d6a4fad051eb6f6584e1edf5ec2e50f8.jpg,f_2_7,2,7,False,True,False,False,True,True,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/faithful-clear-ashamed-obtainable-watery-comfortable_d6a4fad051eb6f6584e1edf5ec2e50f8.jpg
16871,faithful-clear-ashamed-obtainable-watery-comfortable_d6a4fad051eb6f6584e1edf5ec2e50f8.jpg,f_4_1,4,1,False,False,True,False,False,False,Not checked yet,Not checked yet,https://gitlab.com/mbatur/projekt_zubi/-/raw/master/checked/faithful-clear-ashamed-obtainable-watery-comfortable_d6a4fad051eb6f6584e1edf5ec2e50f8.jpg
